customer_id,ownership,activation_plan_code,mnp_flag,calls_incoming_cnt,calls_outgoing_cnt,calls_incoming_duration,calls_outgoing_duration,total_call_count,total_sum_duration,tot_usage_mb,upload_usage_mb,download_usage_mb,days_since_latch,cnt_open_qrc,avg_days_to_close,cnt_call_drops,pcnt_dropped_calls,rsrp_voice_pcnt_poor_duration,rsrp_data_pcnt_poor_duration,mean_cqi_voice_pcnt_poor_duration,sinr_voice_pcnt_poor_duration,sinr_data_pcnt_poor_duration,age_on_network,cnt_connections,current_plan_code,cnt_recharges_made,total_payment_made,cnt_main_plans_taken,total_main_plans_mrp,cnt_addon_plans_taken,total_addon_plans_mrp,cnt_rchg_offline,cnt_rchg_online,cnt_rchg_on_or_before_expiry,cnt_rchg_after_expiry,current_active_plan_mrp,current_active_plan_validity,last_cycle_plan_mrp,last_cycle_plan_validity,avg_days_bw_rchg_and_expiry,stddev_days_bw_rchg_and_expiry,price_per_day,gb_per_day_quota,pcnt_quota_used,device_avg_asp,recharge_delay
10117,individual,1,0,66.0,11.0,85.95738352956768,21.779106656307405,77.0,107.73649018587508,1841.7523558696444,274.4450345582359,1567.3073213114085,3,3,10,2.682003440978071,3.4831213519195727,42.0170963204902,48.48580711993008,42.6529852918637,50.65397105767085,53.72669997404924,647,8,3,71,2666.708131808973,56,2103.3190898775,15,563.389041931473,37,34,69.0,2.0,500,120,1500,365,-5.950039928572699,4.234358407943351,4.166666666666667,2.0,2.9976438083815826,less_10K,-9.326736110281642
10118,individual,8,0,58.0,48.0,62.01844813547175,88.81515406271589,106.0,150.83360219818763,2366.9039186512946,1486.6329862125485,880.2709324387462,4,5,5,3.6225231143291223,3.4174746361595494,25.54522301569335,29.478018817080798,32.73767021744551,49.55355317497266,52.55952946016214,317,5,1,38,1427.252239559732,18,676.0668503177678,20,751.1853892419642,21,17,30.0,8.0,500,120,128,28,0.8686802210094811,1.8149172912852256,4.166666666666667,2.0,3.8523826800965084,less_10K,-3.6955085215605834
10119,corporate,5,0,30.0,191.0,32.39825554439634,357.2595250329998,221.0,389.6577805773962,1118.977430331047,424.41499603420806,694.5624342968388,8,11,11,16.49607766717087,7.46428853718139,85.08346049782602,98.18242134885476,80.7269940964985,2.7150174202918183,2.8797135410817076,322,3,6,39,1464.8115090218303,9,338.0334251588839,30,1126.7780838629465,21,18,25.0,14.0,1500,365,128,28,0.2219824895273652,2.2795180289306427,4.109589041095891,3.0,1.2141682186751812,10K_to_20K,3.156663393911734
10120,corporate,5,0,4.0,183.0,5.939043781870984,308.28867688901676,187.0,314.2277206708877,9418.762845905509,2809.118900218859,6609.64394568665,7,0,,7.046368944785205,3.768111735179254,86.30833978363437,99.59587601368696,37.94840564687841,47.66951402726612,50.561202302100874,536,3,8,60,2253.556167725893,43,1615.0485868702233,17,638.5075808556696,32,28,42.0,18.0,99,15,999,180,0.9762794384643578,1.8400985123525317,6.6,0.5,61.32007061136399,30K_to_50K,-3.90218068567361
10121,individual,3,0,80.0,302.0,132.08037013553334,583.7305034488692,382.0,715.8108735844025,1284.2132159519438,573.6208479607931,710.5923679911507,14,2,8,19.558265667592273,5.119964834448239,66.35127702996427,76.56633851366439,26.82357188182656,86.40769210033447,91.64928340246419,390,1,9,46,1727.726395256518,17,638.5075808556696,29,1089.2188144008483,25,21,37.0,9.0,128,28,128,28,-1.629191955197034,0.8674540514813242,4.571428571428571,1.0,4.180381562343567,30K_to_50K,-3.7738489415094456
10122,individual,6,0,3.0,19.0,4.203182441680783,19.947802003212107,22.0,24.15098444489289,3903.502407165977,144.90054642927174,3758.601860736705,1,5,11,0.4771814361313541,2.1690065278697914,18.24387053710085,21.052592050523856,42.660450218160136,20.388007164075372,21.62476743878432,349,3,6,42,1577.489317408125,19,713.626119779866,23,863.8631976282591,23,19,26.0,16.0,500,120,99,15,0.15244756525958825,2.5444422987147894,4.166666666666667,2.0,6.353356782496707,20K_to_30K,-0.9843632172928927
10123,corporate,3,1,178.0,5.0,211.86795293620222,9.473511191752488,183.0,221.3414641279547,12082.863340802873,2250.436562344642,9832.42677845823,7,4,10,8.16205559815734,4.460139671124229,25.249979111116986,29.13732085686398,22.724594671057908,41.63285159899962,44.15834889582337,565,5,2,63,2366.2339761121875,32,1201.8966227871429,31,1164.3373533250447,33,30,2.0,61.0,2999,700,999,180,-7.273165800363028,9.49612360555044,4.284285714285715,4.0,9.833059359377337,20K_to_30K,-10.2852998218208
10124,individual,6,1,59.0,6.0,62.414287941899346,8.034067552739367,65.0,70.44835549463872,20569.34308916118,398.93009784814654,20170.41299131303,2,6,7,2.4251993726048933,3.731075957853682,28.720773001150118,33.14245823764753,20.17147830737298,4.088761217081571,4.336790237542553,360,4,9,43,1615.0485868702233,11,413.1519640830804,32,1201.8966227871429,23,20,12.0,31.0,1500,365,99,15,-3.1596292209787977,1.1791834459810613,4.109589041095891,3.0,22.319165678343293,10K_to_20K,-5.698525494410365
10125,individual,10,0,17.0,75.0,30.5659293470659,82.40931435490288,92.0,112.97524370196878,11899.330498718018,9011.259332802349,2888.07116591567,3,2,14,3.4443326279223743,3.7438398129591026,35.03634231098154,40.430336321210056,57.55170328335495,20.23678612643797,21.464373156771188,298,4,3,36,1352.1337006355357,21,788.7446587040625,15,563.3890419314731,20,16,17.0,19.0,128,28,99,15,-1.2669966004964652,4.456450252390125,4.571428571428571,1.0,38.73479980051438,30K_to_50K,-2.7690161388092474
10126,individual,7,0,27.0,20.0,42.18334863399629,25.145931502370537,47.0,67.32928013636683,12167.488609125303,16.119855554041905,12151.368753571262,2,2,8,1.6367374615258643,3.4824201309060943,38.686834118443684,44.642836878588646,8.075215586034524,27.33898076164507,28.997395195431064,462,3,10,53,1990.6412814912053,13,488.2705030072768,40,1502.3707784839285,28,25,6.0,47.0,1500,365,999,180,-2.113078623143242,2.3324077902470943,4.109589041095891,3.0,13.202570105387698,50K_above,-3.116784237681
10127,individual,9,0,4.0,27.0,7.858768336895828,38.85635804579154,31.0,46.715126382687366,10915.978425887843,5138.738195264568,5777.240230623274,1,3,8,0.6795937159018984,2.1922377932319304,20.24350095612723,23.36007408280264,59.427274392386664,94.03002334775957,99.7339941464052,529,2,5,60,2253.556167725893,38,1427.252239559732,22,826.3039281661609,32,28,12.0,48.0,500,120,999,180,0.3790856945477666,0.9681399988588141,4.166666666666667,2.0,17.76689196921849,50K_above,38.13264477344882
10128,individual,10,0,33.0,5.0,35.65409286765727,5.4637768879424975,38.0,41.11786975559977,1079.5977142138622,305.247613753226,774.3501004606363,1,4,4,0.6591818593122883,1.7346891034533902,23.625089761515834,27.262272876511993,35.65983946711968,62.34921465447002,66.13139067703993,1111,1,10,118,4431.993796527589,58,2178.4376288016965,60,2253.556167725893,61,57,5.0,113.0,1500,365,2999,700,-2.324177587984062,6.777967925108122,4.109589041095891,3.0,1.1714384919855276,less_10K,-4.498261127724516
10129,corporate,3,0,35.0,3.0,50.123846270182774,5.6684092618826245,38.0,55.7922555320654,13767.956442258872,1015.0246777872376,12752.931764471634,2,6,7,1.462932010243599,3.8498210795884185,67.89234082694892,78.34465564082073,58.799613068099745,47.470292236383116,50.3498954852103,647,6,9,71,2666.708131808973,43,1615.0485868702233,28,1051.6595449387498,37,34,37.0,34.0,2999,700,1500,365,-4.7860087950402095,7.032451470710918,4.284285714285715,4.0,11.204391635952858,less_10K,-2.118310986013335
10130,corporate,6,0,81.0,31.0,150.0163158401574,35.606804073268705,112.0,185.6231199134261,10679.789208856368,2212.9160199309326,8466.873188925434,4,4,7,2.5880617234177192,2.310769395908678,74.34927699989913,85.79566461772356,24.97324693733679,83.45798674006903,88.52064547746528,388,6,5,45,1690.1671257944197,14,525.829772469375,31,1164.3373533250447,24,21,33.0,12.0,2999,700,128,28,-0.37720223722948854,13.79204771548788,4.284285714285715,4.0,8.691234707728164,30K_to_50K,-1.370241523425834
10131,individual,5,0,92.0,52.0,161.89430853278273,54.200790998172636,144.0,216.09509953095537,17340.60138973902,3053.950753810402,14286.650635928616,5,4,9,3.0212998735608245,2.0981249121950167,53.972769139092584,62.282106651201055,1.9421958350467339,85.6680398902141,90.86476302728896,887,5,5,95,3568.1305988993304,54,2028.2005509533035,41,1539.930047946027,49,46,1.0,94.0,128,28,2999,700,-1.6865692858067285,3.7252122221747217,4.571428571428571,1.0,56.447270148890034,10K_to_20K,-11.836465151577988
10132,individual,1,0,18.0,136.0,25.305465432827173,180.33654268467745,154.0,205.64200811750462,6790.999162189471,1202.5097564198206,5588.48940576965,6,4,4,3.840238111152522,2.4936611111380014,46.599449793949404,53.77363341270358,59.26510676117482,46.04366273175378,48.83672497223943,323,6,4,39,1464.8115090218303,18,676.0668503177678,21,788.7446587040624,21,18,4.0,35.0,999,180,128,28,2.0337243297442797,0.5260289764953461,5.55,3.0,7.368705688139617,20K_to_30K,-5.462409052148315
10133,corporate,4,0,15.0,15.0,20.32603497522522,23.1787947941531,30.0,43.50482976937832,24734.88130984025,2194.2562796333555,22540.625030206895,1,4,6,0.43829036940579846,1.4609678980193281,19.08776686212871,22.026409806334957,30.94802531101628,68.17868426131108,72.31448270388229,258,7,4,32,1201.8966227871429,16,600.9483113935714,16,600.9483113935714,18,14,18.0,14.0,300,90,99,15,3.3907288205472588,4.088891104506922,3.3333333333333335,1.5,53.67812784253527,10K_to_20K,-4.99553273178566
10134,individual,6,1,92.0,52.0,148.4642482767162,77.63719440963916,144.0,226.10144268635537,12626.719954372034,115.17980004421064,12511.540154327824,5,10,5,6.623262804020571,4.599488058347619,25.19987082098831,29.079498182213715,90.759000352913,56.37907426764924,59.79909461676688,364,6,1,43,1615.0485868702233,14,525.829772469375,29,1089.2188144008483,23,20,18.0,25.0,999,180,500,120,-1.2167341099986513,2.2116892891064373,5.55,3.0,13.700868006046043,less_10K,-3.0701357835091017
10135,individual,6,0,60.0,33.0,113.21188872249388,39.109079557645686,93.0,152.32096828013957,1739.7581289152681,803.7028294473134,936.0552994679546,3,5,8,4.903518055350582,5.272600059516755,49.66270539175346,57.30849024672388,91.29755758662847,17.757566849057383,18.834761548748315,959,5,10,103,3868.604754596116,35,1314.5744311734375,68,2554.0303234226785,53,50,41.0,62.0,300,90,2999,700,1.7597721578706065,1.04236218800795,3.3333333333333335,1.5,3.7755167728195924,50K_above,-5.866411176641483
10136,individual,9,1,23.0,38.0,24.37018511054553,39.8355139220581,61.0,64.20569903260363,7273.935813142271,427.50399069315625,6846.431822449115,2,3,7,1.325582950638887,2.173086804326044,34.98438003832066,40.37037423552638,94.33050346805177,15.605590516715123,16.55224382417796,887,8,3,95,3568.1305988993304,44,1652.6078563323215,51,1915.522742567009,49,46,75.0,20.0,128,28,1500,365,0.03514867888209838,0.4081836191591822,4.571428571428571,1.0,23.6781764750725,30K_to_50K,22.920400320411147
10137,individual,7,0,100.0,42.0,129.7270668280803,57.82191206509259,142.0,187.5489788931729,11054.722055520771,888.7443315802273,10165.977723940545,5,8,11,6.61457355924229,4.6581503938325985,35.63558021144779,41.12182944675452,18.778820714067468,17.274243317762654,18.322119048781126,832,5,7,90,3380.3342515888394,60,2253.556167725893,30,1126.7780838629465,47,43,56.0,34.0,1500,365,2999,700,0.5858857495609007,1.1538084875202892,4.109589041095891,3.0,11.99514111927167,20K_to_30K,-10.821625657518426
10138,individual,5,0,0.0,15.0,0.0,23.996403991053903,15.0,23.996403991053903,6258.175595235018,196.04360801109135,6062.131987223926,1,3,4,0.6378373213442906,4.252248808961937,86.19997233241365,99.4708249321489,68.42259327187509,59.7480560689437,63.37244278033142,217,2,10,28,1051.65954493875,10,375.5926946209821,18,676.066850317768,16,12,1.0,27.0,300,90,99,15,-1.256745040302702,4.562018962312157,3.3333333333333335,1.5,13.581110232714883,20K_to_30K,10.52219535003585
10139,individual,2,1,2.0,3.0,2.4763680219861772,3.8299730258922837,5.0,6.306341047878461,8568.74524787799,1348.77775663656,7219.96749124143,1,6,9,0.30181011248412837,6.036202249682567,18.46106872609292,21.303228825086784,92.49334369168467,17.964700989292876,19.054460687324138,273,6,5,34,1277.0151617113393,23,863.863197628259,11,413.1519640830803,19,15,31.0,3.0,999,180,300,90,-0.013951706543689602,2.7561462045333105,5.55,3.0,9.297683645700944,50K_above,10.667486796518892
10140,individual,2,1,6.0,56.0,9.018487499291169,87.40468693343512,62.0,96.42317443272628,13298.809034029946,1230.3319364571028,12068.477097572842,2,4,8,3.5281302790025264,5.690532708068591,44.6614007298356,51.53721344701076,85.9508339572714,86.48296520320692,91.72912265947998,644,7,10,71,2666.708131808973,43,1615.0485868702233,28,1051.6595449387498,37,34,28.0,43.0,128,28,1500,365,0.003978182970993616,0.30151113643870137,4.571428571428571,1.0,43.2903939909829,30K_to_50K,6.4248414213642775
10141,corporate,7,0,38.0,32.0,51.9755258184538,35.50139296103359,70.0,87.47691877948739,7305.09500002663,5141.466953776167,2163.628046250463,3,5,4,2.1280472239203565,3.040067462743367,76.68135500724412,88.48677595940899,90.31592138777866,45.61605421952703,48.383177229327046,432,3,9,50,1877.9634731049107,14,525.829772469375,36,1352.1337006355357,27,23,48.0,2.0,128,28,99,15,-1.3246189933216215,0.22674516532259198,4.571428571428571,1.0,23.779606119878352,20K_to_30K,2.2392547715209425
10142,individual,8,0,50.0,61.0,85.68282908446278,62.765735638359445,111.0,148.44856472282223,4888.104468062111,239.53993311449798,4648.564534947613,4,7,11,4.784023350007133,4.309930945952372,64.49210867355282,74.42094327633374,36.399486592696896,90.11283488784996,95.57918446943515,504,2,2,57,2140.8783593395983,13,488.2705030072768,44,1652.6078563323215,30,27,41.0,16.0,999,180,999,180,-3.7376091339614517,8.300174760749965,5.55,3.0,5.303932799546561,30K_to_50K,4.820909722874376
10143,corporate,2,0,79.0,97.0,80.16057724945429,126.29707509790497,176.0,206.45765234735927,25490.620105741404,765.4617151592082,24725.158390582197,6,3,5,9.2120349747152,5.234110781088182,28.284514977844903,32.639036434980426,67.55691666332983,85.51023716841624,90.69738780848391,250,7,7,32,1201.8966227871429,25,938.9817365524553,7,262.9148862346875,18,14,15.0,17.0,128,28,500,120,-2.7920348629958553,7.408670832537148,4.571428571428571,1.0,82.97727899004364,10K_to_20K,3.1612273019790504
10144,individual,1,1,281.0,40.0,393.24301325139425,50.47015930801196,321.0,443.7131725594062,12019.700219743916,361.059759836018,11658.640459907898,12,6,7,4.587932530032752,1.4292624704151875,55.930400087520525,64.54112321563689,58.56815010085988,60.10388508454863,63.74985679870525,349,4,9,42,1577.489317408125,29,1089.2188144008483,13,488.27050300727683,23,19,1.0,41.0,2999,700,128,28,-0.48844023437655615,1.9261631254304932,4.284285714285715,4.0,9.781657079869722,10K_to_20K,-11.728427253916763
10145,individual,5,0,25.0,58.0,29.870538833671283,96.50675798303453,83.0,126.37729681670581,6994.85352688717,649.2111476667567,6345.642379220413,3,0,,1.277198626103528,1.5387935254259375,67.01380242093467,77.33086250822186,14.460690813592903,85.23290844714727,90.40323600378451,305,6,7,37,1389.6929700976339,9,338.0334251588839,28,1051.65954493875,20,17,16.0,21.0,128,28,128,28,1.542207598063355,8.962145925158849,4.571428571428571,1.0,22.769705491169173,30K_to_50K,-1.7549297167578832
10146,corporate,7,1,35.0,3.0,39.854105780484055,4.762691560908825,38.0,44.61679734139288,5480.5870630718855,473.70064676354224,5006.8864163083435,1,2,9,0.9903743512065197,2.6062482926487363,19.7951448422273,22.842691637005398,70.69347315652278,77.92101292668411,82.64779237978404,593,8,9,66,2478.911784498482,51,1915.522742567009,15,563.3890419314732,35,31,53.0,13.0,500,120,1500,365,-2.1733509339745343,11.302732088855976,4.166666666666667,2.0,8.920226339635231,10K_to_20K,-4.938033939990958
10147,corporate,9,0,56.0,80.0,65.79080807877779,137.9497812409836,136.0,203.7405893197614,10814.622641379327,2254.6008513676607,8560.021790011666,5,5,12,4.695332186348487,3.4524501370209464,14.168270817106082,16.349536408258047,75.80116585145639,39.499302322730486,41.89537603402239,307,5,4,37,1389.6929700976339,24,901.4224670903571,13,488.2705030072767,20,17,35.0,2.0,999,180,128,28,-2.5829595787532176,0.4088894354270976,5.55,3.0,11.734616581357775,10K_to_20K,30.529748767632643
10148,individual,9,0,107.0,83.0,166.79393174285752,160.49070825297815,190.0,327.2846399958357,22879.13438189883,612.1293032121044,22267.00507868673,7,3,5,2.299402595246156,1.210211892234819,71.80889516216489,82.8641801844385,4.078545532798472,39.09854941956178,41.470312992710966,881,2,5,95,3568.1305988993304,64,2403.7932455742857,31,1164.3373533250447,49,46,18.0,77.0,2999,700,1500,365,0.3503679405968616,4.10483379691748,4.284285714285715,4.0,18.619087224852567,50K_above,24.52727878058
10149,corporate,6,0,19.0,17.0,29.81837776306327,18.88155051225242,36.0,48.69992827531569,25958.25636557006,1188.7590063956927,24769.49735917437,1,6,13,1.748564688713144,4.857124135314289,62.761351113726136,72.42372822422662,95.16168888613,30.982045356016403,32.86145233371597,307,1,9,37,1389.6929700976339,14,525.829772469375,23,863.8631976282588,20,17,18.0,19.0,999,180,128,28,1.351009078924505,0.9114687094304954,5.55,3.0,28.16651081333557,30K_to_50K,8.161231376977174
10150,individual,9,0,14.0,50.0,21.216195126510904,92.89425348533382,64.0,114.11044861184473,5871.553791497365,2658.8731662450064,3212.680625252358,3,5,6,4.036895274423613,6.307648866286895,4.242220206785779,4.895328062119775,7.225749791210589,52.15928280183683,55.32332568290313,279,6,8,35,1314.5744311734375,22,826.3039281661607,13,488.2705030072767,19,16,27.0,8.0,1500,365,128,28,-0.1918673008820298,1.448759666252158,4.109589041095891,3.0,6.371043610565717,less_10K,34.00414479666052
10151,individual,6,0,14.0,58.0,27.884995722209847,73.86716902554132,72.0,101.75216474775117,5818.487668360075,297.8680454451108,5520.619622914965,3,4,14,1.6965033664429683,2.356254675615234,4.4589098578312365,5.145378007154921,13.100426994827652,93.83181516464694,99.52376242391361,516,2,6,58,2178.4376288016965,19,713.626119779866,39,1464.8115090218305,31,27,18.0,40.0,1500,365,999,180,0.4298571355824259,0.14353632373487885,4.109589041095891,3.0,6.313463181814317,20K_to_30K,-1.3301890547957558
10152,individual,9,0,131.0,34.0,166.01704647857179,52.79283639914841,165.0,218.8098828777202,2248.472615190268,348.5952363680721,1899.8773788221959,6,4,11,7.084556020437514,4.293670315416675,17.05787100544419,19.684002843463645,56.28895760733037,35.71247066264139,37.878830752267476,620,8,2,69,2591.5895928847767,29,1089.2188144008483,40,1502.3707784839285,36,33,63.0,6.0,128,28,1500,365,-1.9770212833542193,4.024533072574829,4.571428571428571,1.0,7.319246794239152,30K_to_50K,22.966093986364243
10153,corporate,8,0,18.0,50.0,24.103522170829358,76.16492637477386,68.0,100.2684485456032,4248.40860533589,2316.5920704440573,1931.8165348918324,3,11,8,3.076876843487191,4.524818887481164,61.04063270431552,70.43809789246784,93.85835499634088,88.53291841922061,93.90342842658777,219,4,1,29,1089.2188144008483,19,713.626119779866,10,375.59269462098223,16,13,8.0,21.0,2999,700,300,90,2.6564034920905204,2.5945891869663043,4.284285714285715,4.0,3.4573637738736083,20K_to_30K,9.804832381861486
10154,individual,5,0,32.0,170.0,57.17001884388485,308.86855584682843,202.0,366.0385746907133,6312.3561322805535,3400.3809274136547,2911.975204866899,7,5,7,4.579987419667009,2.2673205047856477,3.2918193306265913,3.7986089262570966,65.48075763457423,76.2231449992989,80.84692980523229,640,5,4,71,2666.708131808973,46,1727.726395256518,25,938.9817365524552,37,34,1.0,70.0,1500,365,999,180,-0.9568342022234515,8.508313397652456,4.109589041095891,3.0,6.849344761589141,10K_to_20K,-8.587746643452297
10155,corporate,9,0,114.0,9.0,168.74743568716468,9.645804628322056,123.0,178.39324031548674,11552.426094662545,64.40604187309934,11488.020052789447,5,5,4,2.466294323508937,2.0051173361861276,57.8260335568273,66.72859752518526,6.130974973553083,53.18457708384986,56.41081551093865,329,2,6,40,1502.3707784839285,25,938.9817365524553,15,563.3890419314731,22,18,40.0,0.0,2999,700,500,120,-1.1597535134908616,0.27736646258113495,4.284285714285715,4.0,9.401388423390744,20K_to_30K,33.1029631543672
10156,individual,7,1,18.0,31.0,29.796059679283324,54.15008157742167,49.0,83.946141256705,5368.807311926234,39.515963596517516,5329.291348329717,2,6,4,1.3004628415454433,2.6540057990723334,15.222105730392673,17.56561369146965,93.81355560565027,61.407016427737474,65.13203760783817,213,4,9,28,1051.65954493875,15,563.3890419314732,13,488.27050300727683,16,12,3.0,25.0,128,28,99,15,-1.4843891743955935,2.2450336339461976,4.571428571428571,1.0,17.476586301843213,10K_to_20K,2.2614653493563126
10157,corporate,3,0,120.0,72.0,231.15020327402448,142.76961692295976,192.0,373.91982019698423,5170.903233841522,3101.936036972677,2068.967196868845,7,8,8,10.692293825812367,5.568903034277275,48.03888132417711,55.434671553098156,91.57425377005792,8.817403588165451,9.352277565605204,919,6,1,99,3718.367676747723,24,901.4224670903571,75,2816.945209657366,51,48,64.0,35.0,99,15,1500,365,2.9582327341129564,2.4418590029715377,6.6,0.5,33.66473459532241,10K_to_20K,-10.609160694598668
10158,individual,3,0,59.0,0.0,86.33011379289941,0.0,59.0,86.33011379289941,10198.832290059116,6935.195366351366,3263.636923707749,3,3,5,3.970626583473518,6.729875565209353,11.891572002104727,13.722330121266314,39.71063992458809,50.592923639491886,53.66194934833902,456,7,5,52,1953.082012029107,34,1277.0151617113393,18,676.0668503177678,28,24,42.0,10.0,300,90,500,120,1.2536716184009888,3.1055092976982417,3.3333333333333335,1.5,22.13288257391301,20K_to_30K,-3.0098450195312187
10159,individual,10,0,41.0,23.0,57.47537384280969,25.887820079447387,64.0,83.36319392225707,3220.9332601243914,4.149951039050694,3216.7833090853405,3,2,6,1.3049038232603973,2.038912223844371,38.6911629509348,44.64783215326488,40.126186712005484,50.43621972474541,53.495739591501646,162,4,9,23,863.863197628259,18,676.0668503177678,5,187.79634731049111,13,10,1.0,22.0,300,90,99,15,2.3744444140846253,1.4584071148957884,3.3333333333333335,1.5,6.989872526311614,30K_to_50K,0.048428560069871285
10160,individual,2,0,57.0,1.0,105.28530642860238,1.0316652570880005,58.0,106.31697168569038,16376.27249572704,187.08236227197904,16189.19013345506,3,4,11,3.4472970670917467,5.943615632916805,29.236253877194752,33.73729958839847,26.980851695811893,31.861458302884454,33.79421149480684,491,1,3,56,2103.3190898775,34,1277.0151617113393,22,826.3039281661609,30,26,6.0,50.0,1500,365,1500,365,-3.2237904604469216,6.763458778912426,4.109589041095891,3.0,17.769392899009375,10K_to_20K,11.07792577798321
10161,individual,1,0,20.0,34.0,32.34675302664104,43.82430512647715,54.0,76.1710581531182,7878.907932627368,1918.6511057604207,5960.2568268669465,2,2,7,2.442361838143856,4.522892292858993,7.423694736489363,8.566604135734435,54.89030118782626,50.894490317780324,53.98180941277754,827,6,2,89,3342.774982126741,37,1389.6929700976339,52,1953.0820120291073,46,43,8.0,81.0,128,28,1500,365,-0.5256729437114558,0.83624645875446,4.571428571428571,1.0,25.64748675985471,less_10K,-8.151425786222257
10162,individual,2,0,15.0,2.0,20.14621704498004,3.72556769007328,17.0,23.87178473505332,4211.829113309085,1862.6111390899684,2349.217974219117,1,6,14,0.8693925998281782,5.114074116636342,17.06379464426605,19.690838451692592,24.22449484916459,10.019577046324846,10.627376266746701,331,2,3,40,1502.3707784839285,20,751.1853892419642,20,751.1853892419642,22,18,23.0,17.0,999,180,99,15,2.9339329038504145,0.1954719709402456,5.55,3.0,4.570127076073226,20K_to_30K,10.47540717488234
10163,individual,1,0,43.0,74.0,59.604869092665695,143.26573336088165,117.0,202.87060245354735,4930.574736852169,39.00553704379827,4891.56919980837,4,2,12,3.8656679055259553,3.303989662842697,79.90290432716814,92.20429650775314,67.46666764591487,60.16307056576123,63.81263254018283,694,6,6,76,2854.504479119464,53,1990.6412814912053,23,863.8631976282588,40,36,7.0,69.0,2999,700,1500,365,-1.4148136946735381,3.353983088791281,4.284285714285715,4.0,4.012511992880997,30K_to_50K,-5.173041277504985
10164,individual,2,0,60.0,173.0,98.25885138710282,251.64789041839725,233.0,349.9067418055001,5300.195111598945,474.07920257876765,4826.115909020177,9,3,5,4.3976324864296235,1.8873959169225851,18.306935392780037,21.125366009133085,46.05398963031524,26.085536290911485,27.667915322341507,318,5,2,38,1427.252239559732,22,826.3039281661607,16,600.9483113935713,21,17,15.0,23.0,99,15,128,28,1.7034760412590142,1.4043800042517611,6.6,0.5,34.506478591138965,less_10K,-3.3843127909407293
10165,corporate,3,1,191.0,11.0,379.51972322149186,12.874965000431727,202.0,392.39468822192356,3710.797632195039,1188.3822290369624,2522.4154031580765,8,3,8,6.5994543145759215,3.2670565913742187,6.44581035677401,7.438170293975855,47.77205248522844,33.15775261375541,35.169140529273605,392,7,8,46,1727.726395256518,32,1201.8966227871429,14,525.829772469375,25,21,3.0,43.0,999,180,128,28,-1.0944652900324678,4.239003130000264,5.55,3.0,4.0264731252116315,50K_above,-13.407665218724135
10166,individual,3,1,5.0,35.0,8.528623912046744,36.04148403785971,40.0,44.57010794990646,7506.802829209049,689.0860300359004,6817.7167991731485,2,3,7,1.6310864571136825,4.077716142784206,27.260305272467683,31.457145286518006,48.03281174731367,31.30194165085317,33.20075391060393,459,2,7,53,1990.6412814912053,38,1427.252239559732,15,563.3890419314732,28,25,18.0,35.0,500,120,500,120,-1.0661725080998894,1.9366876907348058,4.166666666666667,2.0,12.218103563165771,10K_to_20K,1.4504689613170432
10167,corporate,8,0,43.0,62.0,66.98987162946416,118.80180438115269,105.0,185.79167601061687,18838.318471358183,735.2230423838164,18103.095428974368,4,8,10,4.78806863342327,4.56006536516502,11.02634426533782,12.72389689209441,19.082005439178108,30.392443968360066,32.23608503876431,451,8,9,52,1953.082012029107,24,901.4224670903571,28,1051.65954493875,28,24,23.0,29.0,128,28,99,15,2.2774062888820885,0.8019784792467795,4.571428571428571,1.0,61.32265127395242,less_10K,-10.988934677512763
10168,corporate,9,0,223.0,60.0,241.3749753118258,83.10082155058917,283.0,324.475796862415,1457.9739550704053,225.70294982119987,1232.2710052492055,10,10,7,13.939021643676845,4.925449344055422,10.609402161210548,12.24276477656947,83.3310837807128,49.85111363096375,52.87514028018991,512,8,7,58,2178.4376288016965,45,1690.1671257944197,13,488.27050300727683,31,27,4.0,54.0,99,15,1500,365,-5.049635985341882,4.040101857421986,6.6,0.5,9.492017936656284,10K_to_20K,21.70310262141848
10169,individual,9,0,68.0,0.0,84.76740928927956,0.0,68.0,84.76740928927956,8729.578755257358,4086.077051577005,4643.501703680354,3,5,9,3.4889494594548736,5.130808028610108,39.98052606626573,46.13569820761193,70.51479695799691,14.743304362916296,15.637650387383417,286,2,9,35,1314.5744311734375,10,375.5926946209821,25,938.9817365524553,19,16,25.0,10.0,128,28,128,28,3.4684346276561135,2.5054641687795636,4.571428571428571,1.0,28.416597510603378,50K_above,39.9124161070323
10170,individual,4,0,165.0,4.0,319.0399682529931,6.117125345233671,169.0,325.15709359822677,2253.550042906555,1201.1524806298507,1052.3975622767043,6,1,13,7.609215132373997,4.502494161168046,76.5988531029504,88.39157253582871,0.1384859711154096,85.57326291095765,90.76423676601793,1078,2,9,114,4281.756718679197,46,1727.726395256518,68,2554.0303234226785,59,55,22.0,92.0,1500,365,2999,700,1.1937181933104493,6.003619849736733,4.109589041095891,3.0,2.4452582930843696,50K_above,-5.93288611857238
10171,individual,5,0,23.0,151.0,44.2036425568802,169.11604973618634,174.0,213.31969229306654,10597.875308284942,2490.3404074710293,8107.534900813912,7,3,6,2.0148342601975435,1.1579507242514617,8.732800212448515,10.077251971150092,46.411010775774805,37.18611506902383,39.441868145722836,685,6,8,75,2816.945209657366,37,1389.6929700976339,38,1427.252239559732,39,36,6.0,69.0,128,28,999,180,3.7770159166465125,10.91802478459963,4.571428571428571,1.0,34.49829201915671,less_10K,-12.152646836392957
